Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,1949553801,3.53857421875,1,3.3909759521484375,1,Yes
Trial1,baseline,1950070096,3.0973358154296875,1,3.0204315185546875,1,Yes
Trial1,baseline,1950586391,2.895111083984375,1,nan,0,Yes
Trial1,baseline,1951086032,2.8975372314453125,1,2.843994140625,1,Yes
Trial1,stimuli,1951652291,2.933258056640625,1,2.9097442626953125,1,Yes
Trial1,stimuli,1952168587,3.14141845703125,1,3.0773468017578125,1,Yes
Trial1,stimuli,1952684882,3.1345672607421875,1,3.06134033203125,1,Yes
Trial1,stimuli,1953184523,3.171966552734375,1,3.14227294921875,1,Yes
Trial1,stimuli,1953700818,3.4071807861328125,1,3.376190185546875,1,Yes
Trial1,stimuli,1954217113,3.2874603271484375,1,3.2458953857421875,1,Yes
Trial1,stimuli,1954733409,3.43414306640625,1,3.3557281494140625,1,Yes
Trial1,stimuli,1955233049,3.3209686279296875,1,3.232757568359375,1,Yes
Trial1,stimuli,1955749345,3.2593231201171875,1,3.1938934326171875,1,Yes
Trial1,stimuli,1956265640,3.5807342529296875,1,3.4622344970703125,1,Yes
Trial1,baseline,1958663915,3.9497528076171875,1,3.8051910400390625,1,No
Trial1,baseline,1959180210,3.3976898193359375,1,3.2436676025390625,1,No
Trial1,baseline,1959696505,3.0706024169921875,1,2.9663543701171875,1,No
Trial1,baseline,1960212801,2.8479766845703125,1,2.7612152099609375,1,No
Trial1,stimuli,1960795715,2.7949676513671875,1,2.7772216796875,1,No
Trial1,stimuli,1961312010,2.9410400390625,1,2.8403167724609375,1,No
Trial1,stimuli,1961828305,3.4033660888671875,1,3.28076171875,1,No
Trial1,stimuli,1962344601,3.8122100830078125,1,3.717864990234375,1,No
Trial1,stimuli,1962844241,3.909088134765625,1,3.79833984375,1,No
Trial1,stimuli,1963360537,3.9658203125,1,3.8353424072265625,1,No
Trial1,stimuli,1963876832,3.8115234375,1,3.7009735107421875,1,No
Trial1,stimuli,1964393127,3.9857635498046875,1,3.8667144775390625,1,No
Trial1,stimuli,1964909423,3.6469268798828125,1,3.5196075439453125,1,No
Trial1,stimuli,1965425718,3.9191436767578125,1,3.8449249267578125,1,No
Trial1,baseline,1967907266,4.053131103515625,1,3.9318084716796875,1,Yes
Trial1,baseline,1968406907,3.5984954833984375,1,3.5065155029296875,1,Yes
Trial1,baseline,1968923202,3.2351531982421875,1,3.1662139892578125,1,Yes
Trial1,baseline,1969439498,3.3117523193359375,1,3.168182373046875,1,Yes
Trial1,stimuli,1970022412,3.543304443359375,1,3.3636474609375,1,Yes
Trial1,stimuli,1970538707,3.5601959228515625,1,3.4225006103515625,1,Yes
Trial1,stimuli,1971038348,3.6244049072265625,1,3.53656005859375,1,Yes
Trial1,stimuli,1971554643,3.9684600830078125,1,3.915679931640625,1,Yes
Trial1,stimuli,1972070938,3.6181182861328125,1,3.523101806640625,1,Yes
Trial1,stimuli,1972587234,3.863006591796875,1,3.7310333251953125,1,Yes
Trial1,stimuli,1973103529,3.696990966796875,1,3.599090576171875,1,Yes
Trial1,stimuli,1973619824,3.8219757080078125,1,3.7318572998046875,1,Yes
Trial1,stimuli,1974119465,4.1229400634765625,1,4.0692901611328125,1,Yes
Trial1,stimuli,1974635760,4.246124267578125,1,4.122344970703125,1,Yes
Trial1,baseline,1979315727,4.1170654296875,1,4.0573883056640625,1,Yes
Trial1,baseline,1979832023,3.39739990234375,1,3.3045654296875,1,Yes
Trial1,baseline,1980348318,3.0929718017578125,1,3.0313568115234375,1,Yes
Trial1,baseline,1980864613,3.1884918212890625,1,3.1241912841796875,1,Yes
Trial1,stimuli,1981530801,3.4937744140625,1,3.386566162109375,1,Yes
Trial1,stimuli,1982047096,3.6717987060546875,1,3.565887451171875,1,Yes
Trial1,stimuli,1982546737,3.6436920166015625,1,3.5989837646484375,1,Yes
Trial1,stimuli,1983063032,4.0334014892578125,1,nan,0,Yes
Trial1,stimuli,1983579327,4.089813232421875,1,4.012359619140625,1,Yes
Trial1,stimuli,1984095623,3.9157562255859375,1,3.8829193115234375,1,Yes
Trial1,stimuli,1984611918,3.8365325927734375,1,3.80035400390625,1,Yes
Trial1,stimuli,1985128213,3.933990478515625,1,3.8481903076171875,1,Yes
Trial1,stimuli,1985627854,4.0058746337890625,1,3.90582275390625,1,Yes
Trial1,stimuli,1986144149,3.8441162109375,1,3.7124176025390625,1,Yes
