Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,13278685740,3.7737274169921875,1,3.701385498046875,1,No
Trial1,baseline,13279202035,3.9434051513671875,1,3.82647705078125,1,No
Trial1,baseline,13279718331,4.2435760498046875,1,4.15740966796875,1,No
Trial1,baseline,13280234626,4.381500244140625,1,4.3098907470703125,1,No
Trial1,stimuli,13280867504,3.13055419921875,1,3.79718017578125,1,No
Trial1,stimuli,13281383799,4.234283447265625,1,4.2404022216796875,1,No
Trial1,stimuli,13281900095,4.16619873046875,1,4.2065582275390625,1,No
Trial1,stimuli,13282416390,4.0846405029296875,1,4.0315093994140625,1,No
Trial1,stimuli,13282932685,4.1988677978515625,1,4.1036529541015625,1,No
Trial1,stimuli,13283432326,4.404022216796875,1,4.39923095703125,1,No
Trial1,stimuli,13283948621,4.390167236328125,1,4.3643798828125,1,No
Trial1,stimuli,13284464917,4.3107452392578125,1,4.3029327392578125,1,No
Trial1,stimuli,13284981212,4.077117919921875,1,3.9793243408203125,1,No
Trial1,stimuli,13285497507,3.9802093505859375,1,3.8694915771484375,1,No
