Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,2294902570,3.5219573974609375,1,3.4037322998046875,1,No
Trial1,baseline,2295418866,3.0133056640625,1,3.0431365966796875,1,No
Trial1,baseline,2295935161,3.12322998046875,1,3.097808837890625,1,No
Trial1,baseline,2296451456,3.077850341796875,1,3.038604736328125,1,No
Trial1,stimuli,2297001061,3.03826904296875,1,2.9871978759765625,1,No
Trial1,stimuli,2297517356,3.104705810546875,1,3.081298828125,1,No
Trial1,stimuli,2298016997,3.1436309814453125,1,3.1261444091796875,1,No
Trial1,stimuli,2298533292,3.406494140625,1,3.39984130859375,1,No
Trial1,stimuli,2299049588,3.3136444091796875,1,3.29949951171875,1,No
Trial1,stimuli,2299565883,3.5674285888671875,1,3.5691986083984375,1,No
Trial1,stimuli,2300082178,3.3385772705078125,1,3.288818359375,1,No
Trial1,stimuli,2300581819,3.3702850341796875,1,3.3153839111328125,1,No
Trial1,stimuli,2301098114,3.27862548828125,1,3.2172698974609375,1,No
Trial1,stimuli,2301614409,3.203704833984375,1,3.179656982421875,1,No
Trial2,baseline,2304129267,3.8925018310546875,1,3.8050079345703125,1,Yes
Trial2,baseline,2304645563,3.3039703369140625,1,3.174560546875,1,Yes
Trial2,baseline,2305161858,nan,0,nan,0,Yes
Trial2,baseline,2305678153,3.3735504150390625,1,3.3264923095703125,1,Yes
Trial2,stimuli,2306261067,3.2048492431640625,1,3.07635498046875,1,Yes
Trial2,stimuli,2306777363,3.4016571044921875,1,3.27001953125,1,Yes
Trial2,stimuli,2307277003,3.2464141845703125,1,3.1814727783203125,1,Yes
Trial2,stimuli,2307793298,3.440277099609375,1,3.3645782470703125,1,Yes
Trial2,stimuli,2308309594,3.4432830810546875,1,3.371856689453125,1,Yes
Trial2,stimuli,2308825889,3.4521026611328125,1,3.490509033203125,1,Yes
Trial2,stimuli,2309342184,3.7330474853515625,1,3.6767578125,1,Yes
Trial2,stimuli,2309858480,3.795135498046875,1,3.7240753173828125,1,Yes
Trial2,stimuli,2310358120,4.0107879638671875,1,3.8656158447265625,1,Yes
Trial2,stimuli,2310874416,3.993011474609375,1,3.8238372802734375,1,Yes
